Id,y
50100,2.1242132
50101,2.1546974
50102,1.470325
50103,2.3585327
50104,1.8923283
50105,1.7560452
50106,2.4669378
50107,2.2574582
50108,1.805151
50109,1.9227171
50110,1.3037834
50111,1.735124
50112,1.5771478
50113,1.572269
50114,2.0265055
50115,2.210102
50116,1.7261335
50117,2.0182698
50118,2.1886983
50119,1.6922843
50120,1.9913507
50121,2.4687169
50122,0.79156303
50123,2.0626583
50124,1.8409611
50125,2.324664
50126,1.8107713
50127,1.7918854
50128,1.882794
50129,2.0574389
50130,1.7237363
50131,2.2795336
50132,1.6506598
50133,1.9538054
50134,1.9875147
50135,2.076784
50136,2.0134144
50137,2.158883
50138,1.8037819
50139,1.8799394
50140,1.9940584
50141,2.2418604
50142,1.8539956
50143,1.4982266
50144,2.0468502
50145,2.3576083
50146,1.7190673
50147,2.1081452
50148,1.7197659
50149,1.8958836
50150,1.8245361
50151,1.8810561
50152,1.7017219
50153,2.185919
50154,2.2881646
50155,2.712532
50156,2.223785
50157,0.94587135
50158,1.9337921
50159,1.1886187
50160,2.0248754
50161,2.3680072
50162,2.4200945
50163,2.0642464
50164,2.0276961
50165,1.3480364
50166,1.6638404
50167,1.4532415
50168,1.6661174
50169,0.80136573
50170,2.0488267
50171,2.2626185
50172,1.5468286
50173,2.279627
50174,2.6057816
50175,1.736164
50176,2.6385038
50177,2.7304382
50178,2.0805125
50179,2.1098628
50180,2.4885929
50181,1.5974329
50182,2.1739032
50183,1.5860274
50184,2.4589632
50185,1.6106025
50186,2.481122
50187,2.475696
50188,2.1651266
50189,2.3071644
50190,2.4732728
50191,2.3014784
50192,1.9064074
50193,2.134962
50194,1.7924795
50195,1.5936866
50196,2.4046147
50197,2.263353
50198,2.0518394
50199,2.619649
50200,1.8190113
50201,2.3498273
50202,1.7793925
50203,2.0290084
50204,1.4289067
50205,1.2119555
50206,1.8122072
50207,1.8924713
50208,1.8195674
50209,1.0629588
50210,2.0637913
50211,1.0843798
50212,2.2294421
50213,2.5517054
50214,1.8933451
50215,1.5606763
50216,1.5488794
50217,1.9931614
50218,1.6582761
50219,2.4114873
50220,2.6021802
50221,2.139478
50222,2.0032115
50223,2.1068697
50224,1.588082
50225,2.4034662
50226,1.4761308
50227,2.2755897
50228,1.9223994
50229,1.990685
50230,1.5499098
50231,1.8675469
50232,2.0361505
50233,2.4248712
50234,1.9887159
50235,1.370195
50236,1.4813559
50237,1.7039876
50238,1.8862541
50239,2.381418
50240,2.2851312
50241,1.1831547
50242,2.2416878
50243,2.043678
50244,1.4829931
50245,1.8224142
50246,2.4921122
50247,1.1794097
50248,2.9938567
50249,2.257073
50250,2.004054
50251,1.6409075
50252,2.0293007
50253,1.8654258
50254,1.9225469
50255,1.3898022
50256,2.1461911
50257,1.8622961
50258,1.9166958
50259,2.1855469
50260,1.0992537
50261,2.0587325
50262,1.9290862
50263,2.0312154
50264,1.3281498
50265,1.9475935
50266,1.9430572
50267,2.3514252
50268,1.8476082
50269,1.7676083
50270,2.3064382
50271,1.8480974
50272,2.0953622
50273,2.394279
50274,2.2366729
50275,1.281125
50276,1.9954661
50277,1.4406518
50278,1.5681313
50279,1.6566055
50280,2.0116532
50281,1.3205985
50282,1.8894339
50283,2.321771
50284,2.1708112
50285,1.4584882
50286,1.6891186
50287,2.1764207
50288,2.32107
50289,1.6792712
50290,2.0266929
50291,2.2252007
50292,1.5318022
50293,2.3648229
50294,1.6024668
50295,1.5326433
50296,2.0894718
50297,1.8858324
50298,2.1030111
50299,2.3440216
50300,1.6056998
50301,1.7903547
50302,2.6477094
50303,1.987597
50304,1.885799
50305,0.4594798
50306,1.4355968
50307,2.117063
50308,2.0039182
50309,1.1761295
50310,2.4331896
50311,2.0137062
50312,2.5919783
50313,2.1405907
50314,1.7404515
50315,1.8602617
50316,1.5009463
50317,1.4867418
50318,2.2967713
50319,2.3717148
50320,2.20746
50321,2.2027388
50322,2.3922424
50323,1.2813054
50324,1.8376455
50325,1.9397241
50326,1.949137
50327,2.287785
50328,1.8465891
50329,1.8884746
50330,2.3187277
50331,1.7211002
50332,1.3864309
50333,1.3271518
50334,1.8670659
50335,1.8480235
50336,1.9311559
50337,1.3154017
50338,2.0396273
50339,1.9556005
50340,1.796576
50341,1.4469385
50342,2.0065331
50343,1.0885544
50344,1.9089541
50345,2.504448
50346,1.1125982
50347,2.4070823
50348,2.223517
50349,1.7051734
50350,2.4336967
50351,1.7340993
50352,1.7277833
50353,1.7027547
50354,1.2392813
50355,1.971051
50356,2.2998295
50357,2.564833
50358,1.6924903
50359,1.6626993
50360,2.0659974
50361,1.8379239
50362,1.9982802
50363,1.7984946
50364,1.5080144
50365,1.1386542
50366,2.2296214
50367,1.6056201
50368,2.575003
50369,2.7457478
50370,2.4397893
50371,2.3865807
50372,1.897811
50373,1.8295174
50374,1.8478956
50375,1.9534152
50376,2.3248737
50377,0.9249178
50378,1.9318991
50379,1.7498072
50380,2.1384325
50381,2.3821511
50382,2.2701151
50383,1.965723
50384,1.8466495
50385,2.1224592
50386,1.9239004
50387,2.4671085
50388,1.6837084
50389,2.315709
50390,1.7451432
50391,2.543815
50392,1.9859575
50393,1.7304556
50394,1.7508022
50395,1.9391799
50396,2.6356916
50397,1.7121316
50398,1.4807234
50399,1.886729
50400,2.2150736
50401,1.8367513
50402,1.6851579
50403,2.152357
50404,2.029148
50405,2.0360978
50406,2.1977613
50407,2.2304988
50408,2.4300268
50409,1.8687849
50410,1.5744339
50411,2.0443912
50412,2.295411
50413,2.3828397
50414,1.73601
50415,1.3824863
50416,1.6294793
50417,1.883724
50418,2.3179808
50419,1.695024
50420,2.1482515
50421,2.3112621
50422,1.8876369
50423,2.4570096
50424,1.2507429
50425,1.7876803
50426,2.3675818
50427,2.071981
50428,2.4014854
50429,1.9940625
50430,2.4565773
50431,1.9344854
50432,1.698631
50433,1.5295217
50434,2.0106206
50435,2.3105881
50436,1.9519277
50437,2.1911197
50438,1.1768813
50439,1.7572445
50440,1.3986183
50441,2.35951
50442,2.1978936
50443,1.9780178
50444,1.5157986
50445,1.1752993
50446,2.06699
50447,1.4001373
50448,1.2455871
50449,2.0042584
50450,2.0792725
50451,2.1409798
50452,2.1453543
50453,2.461175
50454,2.0096393
50455,2.2853534
50456,1.5871992
50457,1.4778662
50458,1.8867198
50459,1.6184413
50460,1.9488738
50461,1.8236724
50462,2.027022
50463,2.12247
50464,1.666173
50465,1.4112959
50466,0.99569845
50467,2.4240787
50468,2.5080388
50469,1.9192704
50470,1.5468016
50471,1.8724725
50472,1.7604513
50473,1.7625221
50474,1.6236162
50475,1.7457948
50476,1.8057135
50477,2.2288814
50478,2.0013218
50479,2.0366178
50480,1.8984404
50481,2.504497
50482,2.605844
50483,1.7199094
50484,1.5032691
50485,1.9960175
50486,2.030255
50487,2.322817
50488,1.9938667
50489,2.1540792
50490,1.9563844
50491,2.4354584
50492,2.0718808
50493,2.5717022
50494,2.2537181
50495,1.5176611
50496,1.6817364
50497,2.031807
50498,2.2450411
50499,1.0916295
50500,1.7437701
50501,1.8892616
50502,1.1838496
50503,1.8548557
50504,1.9904562
50505,1.9519812
50506,1.6700784
50507,2.203109
50508,1.866574
50509,0.91414154
50510,1.691769
50511,1.645932
50512,2.3294425
50513,2.4809546
50514,2.0419388
50515,1.5680147
50516,2.2037838
50517,1.9199909
50518,1.1643623
50519,1.1162343
50520,2.0881824
50521,1.9578307
50522,2.1368654
50523,1.7043263
50524,2.149046
50525,1.7183774
50526,1.8890607
50527,1.8460679
50528,1.7917601
50529,1.0351596
50530,1.5641164
50531,1.6990411
50532,2.3513513
50533,1.6452326
50534,2.0697353
50535,1.9391258
50536,1.7646625
50537,1.9197884
50538,2.462444
50539,1.7224096
50540,2.6677547
50541,1.9959939
50542,1.7919722
50543,1.071258
50544,2.3722157
50545,2.2081685
50546,2.1701133
50547,2.665421
50548,2.1707354
50549,2.1930904
50550,1.4492834
50551,1.9406269
50552,1.5633118
50553,2.0725768
50554,2.5394127
50555,2.1136017
50556,1.0683181
50557,2.4220352
50558,1.3782932
50559,2.2085798
50560,1.7152667
50561,1.5289615
50562,2.2512236
50563,1.9125233
50564,2.3449652
50565,2.4302113
50566,2.106711
50567,2.1661901
50568,1.5051599
50569,1.8597629
50570,2.1698034
50571,2.700354
50572,1.9796134
50573,2.1338744
50574,1.69574
50575,2.024714
50576,1.4410486
50577,1.8939764
50578,2.1040244
50579,2.043127
50580,2.2026694
50581,2.1409247
50582,2.1518245
50583,2.1051638
50584,1.3311834
50585,2.2052886
50586,2.0375555
50587,1.3008935
50588,2.2311456
50589,1.7684474
50590,1.7133702
50591,2.4643986
50592,2.1491625
50593,1.997676
50594,2.087749
50595,1.3845887
50596,2.0335214
50597,1.7190057
50598,1.1464615
50599,1.9840381
50600,1.763057
50601,1.8407111
50602,2.482508
50603,1.558201
50604,0.96266913
50605,1.6325331
50606,1.73657
50607,2.1049705
50608,2.350691
50609,2.3889203
50610,2.5007613
50611,2.0968041
50612,1.8902208
50613,2.207391
50614,1.2659698
50615,1.9641031
50616,1.8034765
50617,1.9622611
50618,1.9596376
50619,2.379282
50620,0.83715653
50621,1.6062236
50622,2.9096968
50623,1.9767677
50624,1.9126017
50625,2.0005596
50626,1.8612489
50627,2.4478774
50628,1.9540491
50629,1.7848963
50630,2.563187
50631,1.6765338
50632,2.2091117
50633,2.0206819
50634,1.8598619
50635,1.8173859
50636,2.1395059
50637,1.8288736
50638,2.320916
50639,1.5981079
50640,1.8004532
50641,2.021834
50642,2.6776547
50643,1.4660039
50644,1.2719475
50645,1.7117579
50646,1.8910356
50647,1.8231442
50648,1.4745523
50649,1.7468519
50650,1.847477
50651,1.3927386
50652,1.9465632
50653,1.9011247
50654,2.2468052
50655,1.8605787
50656,1.7775114
50657,1.9102011
50658,1.4718801
50659,2.2228296
50660,2.0725636
50661,2.165693
50662,2.1043856
50663,1.9783344
50664,2.3496914
50665,1.5279888
50666,1.870938
50667,2.0363178
50668,1.0001336
50669,2.4785638
50670,1.7625588
50671,2.022776
50672,1.7101376
50673,1.1058459
50674,2.184293
50675,1.989411
50676,2.0498443
50677,1.5248793
50678,1.8012083
50679,1.7708344
50680,2.2647963
50681,2.2824123
50682,1.1348401
50683,2.0650873
50684,2.2148914
50685,1.9124273
50686,1.6092553
50687,2.029858
50688,1.1248795
50689,2.3531709
50690,2.6247556
50691,2.0649242
50692,1.8334394
50693,1.6259978
50694,2.4954352
50695,2.4306376
50696,2.2762134
50697,0.683733
50698,1.7138832
50699,1.9433486
50700,1.409071
50701,2.1516113
50702,1.0397813
50703,2.1676004
50704,1.6879779
50705,1.4995072
50706,1.1078155
50707,1.8200202
50708,1.5416526
50709,2.0143418
50710,2.658748
50711,1.4848334
50712,1.9099116
50713,1.89954
50714,2.1238756
50715,1.4380916
50716,1.1872107
50717,1.743191
50718,2.1425028
50719,2.3700752
50720,0.9023255
50721,1.627321
50722,2.1697593
50723,1.4305196
50724,1.9552963
50725,1.458481
50726,1.7749915
50727,1.8131182
50728,2.419751
50729,1.9220893
50730,1.429824
50731,1.9659333
50732,2.556725
50733,0.94406104
50734,1.093226
50735,2.2184594
50736,1.7394613
50737,1.6576219
50738,1.9637876
50739,1.9781442
50740,1.4780173
50741,1.8238821
50742,1.6885931
50743,2.0106843
50744,1.4815161
50745,1.5338691
50746,1.5956671
50747,1.718834
50748,1.5500071
50749,0.99730396
50750,0.9227078
50751,1.962606
50752,2.2861166
50753,1.2604192
50754,1.9123766
50755,1.6438346
50756,2.122621
50757,1.9286582
50758,1.4304718
50759,1.2809194
50760,2.0246375
50761,1.8272048
50762,2.291983
50763,1.5275542
50764,2.0645506
50765,1.346873
50766,2.3571944
50767,2.3935099
50768,0.9746897
50769,2.5723696
50770,2.6707668
50771,1.8362242
50772,2.1645246
50773,2.1299806
50774,1.3101554
50775,2.367335
50776,2.1290367
50777,2.1118345
50778,1.7613757
50779,1.7493387
50780,1.8022609
50781,1.2860299
50782,2.4797652
50783,1.4207051
50784,1.4683096
50785,2.0635123
50786,1.0655494
50787,2.2242236
50788,1.9166577
50789,2.607617
50790,1.4594936
50791,1.9607747
50792,2.2284722
50793,2.128163
50794,1.1942775
50795,2.103579
50796,1.632323
50797,2.3247283
50798,1.933434
50799,2.3550932
50800,1.3721501
50801,2.0816598
50802,1.8570012
50803,1.8005445
50804,2.1345875
50805,1.8838842
50806,1.7071168
50807,1.667728
50808,1.8945043
50809,1.531466
50810,1.7108922
50811,1.1271542
50812,1.4379961
50813,1.9883132
50814,2.4155102
50815,2.2743466
50816,1.55082
50817,1.6586297
50818,2.3371615
50819,1.6142415
50820,1.7201688
50821,2.281029
50822,1.729696
50823,2.0146217
50824,1.6853095
50825,1.4800767
50826,2.2386649
50827,1.3779798
50828,2.0576217
50829,1.8349164
50830,1.4540393
50831,1.8691549
50832,1.8567044
50833,0.9623021
50834,2.8380604
50835,1.9640648
50836,1.702923
50837,1.7652795
50838,2.0710235
50839,2.1853125
50840,1.9401261
50841,2.1939518
50842,2.1476815
50843,2.0565484
50844,1.5576178
50845,2.173154
50846,1.9455916
50847,2.2339578
50848,2.5215948
50849,2.0321145
50850,1.8441236
50851,1.1792969
50852,1.7064081
50853,2.00351
50854,1.8014985
50855,2.582048
50856,1.8310881
50857,2.458383
50858,1.5774473
50859,1.6225408
50860,1.2444487
50861,1.8560001
50862,1.7449908
50863,1.9024017
50864,2.4303508
50865,2.0770984
50866,2.0941327
50867,1.445939
50868,1.4347779
